0.30631,0.30848,0.31213,0.31566,0.31725,0.31549,0.3091,0.29725,0.28001,0.2582,0.23366,0.20853,0.18457,0.16299,0.14434,0.12885,0.11628,0.10597,0.097625,0.091339,0.087195,0.08538,0.086304,0.090194,0.09721,0.1075,0.12102,0.13788,0.15827,0.18186,0.20808,0.23632,0.26522,0.29251,0.31513,0.3303,0.33658,0.33425,0.32534,0.31275,0.29915,0.28674,0.27665,0.26825,0.25997,0.25017,0.2377,0.22209,0.20345,0.18218,0.15898,0.13519,0.11278,0.093942,0.080703,0.074683,0.076819,0.086979,0.10404,0.12585,0.1495,0.17249,0.19367,0.21289,0.2305,0.2473,0.26427,0.28241,0.30228,0.32392,0.34666,0.36871,0.38718,0.39877,0.40052,0.39043,0.3683,0.3361,0.29756,0.25685,0.21735,0.18111,0.1492,0.1222,0.10024,0.083018,0.070044,0.061055,0.055715,0.053367,0.052911,0.053061,0.05229,0.049488,0.044578,0.038202,0.030907,0.023016,0.014824,0.0064652,-0.0018472,-0.0095049,-0.015331,-0.017521,-0.014473,-0.0058435,0.0067139,0.020091,0.030603,0.034986,0.03137,0.019844,0.002365,-0.017881,-0.037653,-0.054598,-0.067816,-0.077731,-0.085236,-0.091271,-0.096421,-0.10077,-0.10424,-0.1068,-0.10897,-0.11135,-0.11467,-0.12007,-0.12888,-0.14226,-0.16073,-0.18412,-0.21121,-0.23957,-0.26622,-0.28873,-0.30584,-0.31755,-0.32472,-0.32842,-0.32917,-0.32648,-0.31878,-0.30459,-0.2831,-0.254,-0.21793,-0.17651,-0.13208,-0.087565,-0.046305,-0.011794,0.013325,0.027927,0.032414,0.028728,0.019974,0.0095386,8.0913e-05,-0.0067884,-0.010221
0.20428,0.20828,0.2153,0.22355,0.23109,0.23622,0.23783,0.23547,0.22952,0.22105,0.2114,0.20175,0.19287,0.18503,0.17818,0.17223,0.1671,0.16309,0.16087,0.16141,0.16565,0.17428,0.18774,0.20592,0.22818,0.25334,0.2797,0.30544,0.32881,0.34852,0.36384,0.37483,0.38222,0.38684,0.38928,0.38955,0.38711,0.38108,0.37032,0.35393,0.33144,0.30306,0.26972,0.23275,0.19367,0.15385,0.11423,0.075539,0.038133,0.0021642,-0.032381,-0.065554,-0.097236,-0.12717,-0.15494,-0.18001,-0.20161,-0.21873,-0.23056,-0.23655,-0.23657,-0.23093,-0.22049,-0.20657,-0.19081,-0.17492,-0.16046,-0.1486,-0.14003,-0.13491,-0.13281,-0.13288,-0.13415,-0.13585,-0.13761,-0.13947,-0.14181,-0.14509,-0.14976,-0.15616,-0.16433,-0.17404,-0.1849,-0.1964,-0.208,-0.21919,-0.22959,-0.23888,-0.24682,-0.25328,-0.25823,-0.26162,-0.26329,-0.26317,-0.26134,-0.25792,-0.25299,-0.24672,-0.23944,-0.23171,-0.22421,-0.21774,-0.21302,-0.21048,-0.21016,-0.21172,-0.21466,-0.21836,-0.2223,-0.22617,-0.22986,-0.23344,-0.23697,-0.24046,-0.24389,-0.24717,-0.25014,-0.25275,-0.25514,-0.25763,-0.2606,-0.26444,-0.2695,-0.27583,-0.28321,-0.29117,-0.29915,-0.30657,-0.31287,-0.31756,-0.32029,-0.32087,-0.31928,-0.31566,-0.31023,-0.30321,-0.29486,-0.28549,-0.27552,-0.26546,-0.25573,-0.24675,-0.23889,-0.23244,-0.22758,-0.22433,-0.22252,-0.22183,-0.22183,-0.22207,-0.22226,-0.22232,-0.22242,-0.2229,-0.22414,-0.2264,-0.22964,-0.23346,-0.2372,-0.24019,-0.24185
0.3468,0.33837,0.32256,0.30158,0.27794,0.25397,0.23192,0.21408,0.20259,0.19926,0.20485,0.2186,0.23869,0.26289,0.28893,0.31509,0.34089,0.36672,0.39314,0.4203,0.44799,0.47568,0.50288,0.5293,0.55466,0.57894,0.60198,0.62278,0.63933,0.64926,0.6503,0.64059,0.61944,0.58789,0.54805,0.50271,0.45491,0.40729,0.36197,0.32039,0.28315,0.2503,0.2218,0.19722,0.17525,0.15438,0.13329,0.11075,0.085573,0.057184,0.025535,-0.009073,-0.045779,-0.083133,-0.11922,-0.15167,-0.17786,-0.19547,-0.20273,-0.19911,-0.18624,-0.16764,-0.14764,-0.13058,-0.12026,-0.11894,-0.12694,-0.14298,-0.16441,-0.18767,-0.20918,-0.22603,-0.23599,-0.23788,-0.23204,-0.22019,-0.20528,-0.19084,-0.1799,-0.1744,-0.17504,-0.18133,-0.19186,-0.20484,-0.21848,-0.23123,-0.24179,-0.24914,-0.25273,-0.25241,-0.2486,-0.24239,-0.23504,-0.22747,-0.22022,-0.21363,-0.20802,-0.20363,-0.20047,-0.19842,-0.19731,-0.19684,-0.19666,-0.19647,-0.1959,-0.19435,-0.1912,-0.18593,-0.17867,-0.1705,-0.16363,-0.16099,-0.16552,-0.17887,-0.20078,-0.22928,-0.26123,-0.29298,-0.32124,-0.34351,-0.35834,-0.36532,-0.36518,-0.35938,-0.35009,-0.33967,-0.32985,-0.32139,-0.31438,-0.30845,-0.3029,-0.2972,-0.29148,-0.28648,-0.28308,-0.28204,-0.28377,-0.28828,-0.2954,-0.30494,-0.3167,-0.33046,-0.34602,-0.36277,-0.37944,-0.3945,-0.40639,-0.41371,-0.41572,-0.41298,-0.40723,-0.40053,-0.39478,-0.39122,-0.39014,-0.39114,-0.39344,-0.39606,-0.39827,-0.39979,-0.40055
0.15754,0.15836,0.15894,0.15742,0.15236,0.14369,0.13221,0.11925,0.10649,0.095441,0.087178,0.081448,0.076568,0.070365,0.060454,0.044599,0.021542,-0.0080113,-0.041341,-0.074725,-0.1044,-0.1271,-0.14057,-0.14417,-0.13912,-0.1279,-0.11378,-0.10048,-0.091639,-0.089881,-0.095804,-0.10793,-0.12326,-0.13806,-0.14815,-0.1501,-0.14236,-0.12515,-0.1002,-0.071094,-0.043028,-0.021424,-0.010804,-0.013912,-0.031365,-0.061773,-0.10212,-0.14813,-0.19524,-0.23977,-0.27916,-0.31182,-0.3363,-0.35158,-0.35714,-0.35282,-0.33859,-0.3149,-0.28274,-0.24339,-0.19867,-0.15057,-0.10124,-0.053151,-0.0085343,0.031157,0.065039,0.09283,0.11482,0.1316,0.14328,0.14873,0.14671,0.1367,0.11912,0.09548,0.06873,0.042276,0.019023,0.00087889,-0.011649,-0.019508,-0.024594,-0.029207,-0.035448,-0.044576,-0.057234,-0.073464,-0.092626,-0.11357,-0.13533,-0.15758,-0.17993,-0.20181,-0.2229,-0.24292,-0.26132,-0.27781,-0.29247,-0.3054,-0.31653,-0.3256,-0.33243,-0.33691,-0.33894,-0.33858,-0.33598,-0.33126,-0.32447,-0.31558,-0.30496,-0.29391,-0.28415,-0.27752,-0.27625,-0.28221,-0.29577,-0.31603,-0.34094,-0.36753,-0.39285,-0.4148,-0.43247,-0.44601,-0.45636,-0.46507,-0.47344,-0.48188,-0.49006,-0.49736,-0.50305,-0.50665,-0.50793,-0.50667,-0.50267,-0.49562,-0.48466,-0.46917,-0.44919,-0.42545,-0.39955,-0.37372,-0.35054,-0.33245,-0.3214,-0.31851,-0.32385,-0.33624,-0.35348,-0.37267,-0.39094,-0.40614,-0.41708,-0.42368,-0.42688,-0.42799,-0.428,-0.42757,-0.4271,-0.42669,-0.42642
0.60507,0.60701,0.60997,0.61378,0.61907,0.62648,0.63705,0.65189,0.6712,0.69301,0.71285,0.72516,0.72511,0.7097,0.679,0.6359,0.58558,0.53432,0.48775,0.45046,0.42525,0.41203,0.40831,0.41109,0.41719,0.4232,0.42584,0.42295,0.41395,0.39931,0.38012,0.35816,0.33557,0.31444,0.29646,0.28272,0.27338,0.26742,0.26348,0.26113,0.26111,0.26437,0.27101,0.28032,0.2909,0.30056,0.30648,0.30649,0.29989,0.28761,0.2715,0.25376,0.23641,0.22093,0.20849,0.20077,0.20028,0.20903,0.22737,0.25398,0.28564,0.31774,0.34479,0.36174,0.36558,0.35609,0.33567,0.30911,0.28286,0.26367,0.257,0.2658,0.28974,0.32525,0.36653,0.40684,0.44016,0.46222,0.47021,0.46359,0.44448,0.41697,0.38618,0.35705,0.33394,0.32019,0.31723,0.32447,0.3397,0.35937,0.37909,0.39479,0.40341,0.40289,0.39235,0.37189,0.34307,0.3092,0.27416,0.242,0.21692,0.2019,0.19809,0.20449,0.21776,0.23322,0.246,0.25226,0.2497,0.23799,0.21909,0.19681,0.17611,0.16173,0.1571,0.1631,0.17771,0.19715,0.21607,0.22879,0.2314,0.22222,0.20161,0.17266,0.14063,0.11103,0.088458,0.076147,0.075172,0.084548,0.10202,0.12442,0.14826,0.17041,0.18866,0.20213,0.2106,0.21453,0.21482,0.21276,0.21016,0.209,0.21064,0.21598,0.22587,0.24037,0.25819,0.27762,0.29685,0.31448,0.32984,0.34256,0.35185,0.35698,0.35826,0.35686,0.35447,0.35241,0.35105,0.35015,0.34964
0.041138,0.042483,0.045745,0.051917,0.061688,0.074985,0.091227,0.10932,0.12793,0.14589,0.16225,0.17614,0.18618,0.19064,0.18795,0.17751,0.15984,0.1363,0.10877,0.079684,0.051395,0.025448,0.0023355,-0.018135,-0.03682,-0.055371,-0.075463,-0.097969,-0.12272,-0.14874,-0.17432,-0.19691,-0.2138,-0.22284,-0.22292,-0.21383,-0.19607,-0.17151,-0.14366,-0.11643,-0.092917,-0.074852,-0.062526,-0.055099,-0.05092,-0.048457,-0.047549,-0.049116,-0.054368,-0.064239,-0.079002,-0.098146,-0.12036,-0.14375,-0.16659,-0.1878,-0.20627,-0.221,-0.23168,-0.23857,-0.2422,-0.24313,-0.24207,-0.24039,-0.23955,-0.24035,-0.24324,-0.24833,-0.25524,-0.26271,-0.26856,-0.27061,-0.26747,-0.25862,-0.24427,-0.22569,-0.20508,-0.18503,-0.16801,-0.15587,-0.14984,-0.15053,-0.15767,-0.17052,-0.18808,-0.20872,-0.23029,-0.25065,-0.26807,-0.2813,-0.28947,-0.29203,-0.28908,-0.28148,-0.27024,-0.25593,-0.2389,-0.21974,-0.19967,-0.18054,-0.16432,-0.15273,-0.14657,-0.14607,-0.15084,-0.15953,-0.17005,-0.18027,-0.18834,-0.19286,-0.1928,-0.18762,-0.17778,-0.16464,-0.15011,-0.13644,-0.12592,-0.12027,-0.12061,-0.12713,-0.13915,-0.15546,-0.17408,-0.19284,-0.21028,-0.22546,-0.23767,-0.24659,-0.25218,-0.25464,-0.2542,-0.2509,-0.24501,-0.23708,-0.22797,-0.21921,-0.2129,-0.21048,-0.21278,-0.21993,-0.23084,-0.24375,-0.25665,-0.26762,-0.27552,-0.28017,-0.28195,-0.28162,-0.28044,-0.27968,-0.28038,-0.28358,-0.29011,-0.30029,-0.31348,-0.32826,-0.34331,-0.35719,-0.36836,-0.37592,-0.37964
0.10506,0.10119,0.095395,0.090718,0.091009,0.10036,0.12164,0.15523,0.19905,0.24912,0.30055,0.34839,0.38855,0.41903,0.44033,0.45493,0.46603,0.47629,0.48734,0.50015,0.5148,0.53085,0.54733,0.56243,0.57394,0.58018,0.58055,0.57562,0.5673,0.55888,0.55388,0.55453,0.56046,0.56867,0.57491,0.57514,0.56674,0.549,0.52271,0.49005,0.45349,0.41521,0.37644,0.33708,0.29609,0.25221,0.20448,0.15242,0.09621,0.037093,-0.022794,-0.081074,-0.13581,-0.18528,-0.22799,-0.26292,-0.28954,-0.30785,-0.31861,-0.32299,-0.32226,-0.31741,-0.30938,-0.29914,-0.28791,-0.27721,-0.26855,-0.26315,-0.26163,-0.26414,-0.27013,-0.27841,-0.28801,-0.29816,-0.30825,-0.31792,-0.32708,-0.33589,-0.34485,-0.35469,-0.36616,-0.37965,-0.39523,-0.41235,-0.43011,-0.44751,-0.46342,-0.47685,-0.48702,-0.4932,-0.49479,-0.49076,-0.47971,-0.46035,-0.43184,-0.39382,-0.34643,-0.29067,-0.22825,-0.1616,-0.093975,-0.029616,0.026699,0.070423,0.097867,0.10677,0.097052,0.071232,0.034047,-0.008581,-0.050672,-0.087216,-0.11476,-0.13168,-0.13824,-0.13601,-0.12682,-0.1125,-0.094428,-0.073033,-0.048328,-0.020884,0.0078439,0.035795,0.06051,0.079542,0.091108,0.095153,0.093996,0.09112,0.089792,0.092174,0.098874,0.109,0.12073,0.13191,0.14091,0.14671,0.14882,0.14764,0.1444,0.1405,0.13694,0.13436,0.13324,0.13368,0.13489,0.13535,0.13386,0.13012,0.12417,0.11587,0.1052,0.092188,0.076844,0.059733,0.042068,0.025264,0.010657,-0.00040833,-0.0064715
-0.19501,-0.18761,-0.17293,-0.15116,-0.1228,-0.089139,-0.052044,-0.013402,0.025275,0.062616,0.097784,0.13049,0.16052,0.18751,0.21081,0.23012,0.24565,0.25793,0.26783,0.27648,0.28493,0.29364,0.30221,0.30967,0.31486,0.3166,0.31385,0.3062,0.29418,0.2788,0.26147,0.24438,0.23015,0.221,0.21765,0.2192,0.22329,0.22664,0.22606,0.21971,0.20728,0.18992,0.16952,0.14781,0.12567,0.10329,0.08083,0.058896,0.038549,0.02098,0.0069258,-0.0035196,-0.011137,-0.01727,-0.023741,-0.032206,-0.043648,-0.058501,-0.07654,-0.096688,-0.11746,-0.13691,-0.15275,-0.16306,-0.16717,-0.16575,-0.16043,-0.15319,-0.14585,-0.13979,-0.13564,-0.13298,-0.13093,-0.12846,-0.12484,-0.12001,-0.11433,-0.10821,-0.10196,-0.095939,-0.090794,-0.086972,-0.084527,-0.08354,-0.084056,-0.085786,-0.088133,-0.090355,-0.091365,-0.090006,-0.085217,-0.076213,-0.062894,-0.045587,-0.025018,-0.0028815,0.018182,0.035621,0.047822,0.053981,0.053876,0.048248,0.038785,0.027124,0.014501,0.0017008,-0.011044,-0.024126,-0.038123,-0.053475,-0.07065,-0.090206,-0.11288,-0.13903,-0.16802,-0.19839,-0.22835,-0.25609,-0.27983,-0.29835,-0.31122,-0.31865,-0.32139,-0.32047,-0.31689,-0.31165,-0.3061,-0.30184,-0.30011,-0.30109,-0.30412,-0.3082,-0.31231,-0.31549,-0.31733,-0.31815,-0.31892,-0.32088,-0.32516,-0.33256,-0.34315,-0.35624,-0.37074,-0.38557,-0.39972,-0.41209,-0.42178,-0.4281,-0.43065,-0.42962,-0.4261,-0.42189,-0.41911,-0.41957,-0.42435,-0.43345,-0.44575,-0.45918,-0.47147,-0.48077,-0.48577
0.19886,0.19497,0.1885,0.18146,0.1765,0.17622,0.18211,0.19381,0.20963,0.22735,0.24449,0.25922,0.27017,0.27552,0.27413,0.2663,0.25275,0.2343,0.21279,0.19097,0.17081,0.15288,0.13608,0.11812,0.096777,0.070718,0.0401,0.0069643,-0.025432,-0.053537,-0.074084,-0.084534,-0.083483,-0.070638,-0.046349,-0.01115,0.034005,0.087155,0.14507,0.20415,0.2604,0.30954,0.34725,0.36937,0.37252,0.35524,0.31837,0.26487,0.19879,0.1242,0.044907,-0.035783,-0.11541,-0.19193,-0.26262,-0.32423,-0.37373,-0.40894,-0.42918,-0.43503,-0.42796,-0.41036,-0.38513,-0.3552,-0.32374,-0.29394,-0.26861,-0.24962,-0.23748,-0.23147,-0.22972,-0.22929,-0.22604,-0.21549,-0.19372,-0.15835,-0.10883,-0.047,0.022232,0.091638,0.15339,0.20103,0.23043,0.24085,0.23506,0.21842,0.19692,0.17538,0.15693,0.14312,0.13443,0.13012,0.12839,0.12706,0.12402,0.11707,0.10437,0.085714,0.062407,0.036267,0.0090284,-0.017401,-0.041342,-0.062123,-0.079943,-0.095035,-0.10726,-0.11641,-0.1225,-0.12606,-0.12806,-0.1296,-0.13162,-0.13499,-0.14015,-0.14714,-0.15596,-0.16642,-0.17773,-0.18899,-0.1992,-0.2073,-0.21218,-0.2135,-0.21162,-0.20698,-0.19979,-0.19006,-0.17792,-0.16377,-0.14894,-0.13575,-0.1267,-0.12376,-0.12781,-0.13866,-0.15497,-0.17421,-0.19285,-0.20729,-0.21422,-0.21117,-0.19747,-0.17487,-0.14686,-0.1177,-0.09155,-0.071739,-0.060392,-0.05787,-0.062761,-0.072201,-0.083173,-0.093231,-0.10048,-0.10422,-0.10525,-0.1051,-0.1049,-0.10498,-0.10517
0.49185,0.48791,0.48076,0.47174,0.46239,0.4537,0.44573,0.43804,0.43023,0.42203,0.41301,0.40347,0.39466,0.38782,0.38423,0.38475,0.38985,0.39964,0.4135,0.43011,0.44753,0.46351,0.47577,0.48224,0.48106,0.47076,0.4502,0.41901,0.37844,0.33161,0.283,0.23757,0.19973,0.17259,0.15765,0.1546,0.16146,0.17525,0.19293,0.212,0.22995,0.2444,0.25261,0.2516,0.23777,0.20773,0.15943,0.092944,0.010795,-0.08177,-0.17717,-0.26723,-0.34475,-0.40441,-0.4434,-0.46121,-0.45903,-0.43946,-0.40564,-0.36022,-0.30507,-0.24141,-0.17033,-0.09319,-0.011924,0.071189,0.15387,0.23396,0.30924,0.37743,0.4364,0.48416,0.51869,0.53829,0.54207,0.53018,0.50421,0.46706,0.42219,0.37258,0.32026,0.26641,0.21214,0.15849,0.10656,0.057678,0.013322,-0.025104,-0.056635,-0.080818,-0.09789,-0.10845,-0.11307,-0.1127,-0.109,-0.10385,-0.099097,-0.096291,-0.096505,-0.10017,-0.10711,-0.11696,-0.12902,-0.14214,-0.15508,-0.16732,-0.17935,-0.19205,-0.20595,-0.22109,-0.23706,-0.25309,-0.26768,-0.27886,-0.285,-0.28534,-0.27942,-0.26682,-0.24803,-0.22469,-0.19889,-0.17312,-0.1503,-0.13296,-0.12244,-0.11894,-0.12206,-0.1307,-0.14287,-0.15589,-0.16683,-0.17343,-0.17433,-0.16894,-0.15731,-0.14027,-0.11916,-0.095267,-0.069359,-0.041855,-0.01309,0.016498,0.045883,0.07305,0.095046,0.10859,0.11024,0.097092,0.067538,0.022077,-0.036073,-0.10178,-0.1694,-0.23347,-0.28918,-0.33328,-0.36451,-0.38392,-0.39424,-0.39865,-0.3999
0.523,0.51818,0.51005,0.50087,0.49311,0.48923,0.49083,0.49828,0.51123,0.52882,0.54971,0.57276,0.59715,0.62189,0.64548,0.66605,0.68153,0.69018,0.69116,0.68443,0.67031,0.64938,0.6227,0.59186,0.55895,0.52651,0.49695,0.47181,0.45167,0.43668,0.42656,0.42059,0.41786,0.41763,0.41937,0.42239,0.42561,0.42751,0.4262,0.41967,0.40584,0.3827,0.34869,0.30317,0.24699,0.18263,0.1137,0.044252,-0.022706,-0.085686,-0.14459,-0.20048,-0.25519,-0.31038,-0.36639,-0.42202,-0.47492,-0.52243,-0.56238,-0.59327,-0.61435,-0.62556,-0.62675,-0.61776,-0.59908,-0.57206,-0.53875,-0.5018,-0.46444,-0.42962,-0.39957,-0.37528,-0.35642,-0.34151,-0.32836,-0.31483,-0.29931,-0.28124,-0.26172,-0.24302,-0.22754,-0.21723,-0.21295,-0.21389,-0.21831,-0.22442,-0.23071,-0.23651,-0.24258,-0.25049,-0.26158,-0.27655,-0.29522,-0.31641,-0.33776,-0.35639,-0.36998,-0.37714,-0.37782,-0.37348,-0.36666,-0.36028,-0.35697,-0.35828,-0.36439,-0.37434,-0.38653,-0.39912,-0.41092,-0.42197,-0.43351,-0.44724,-0.46443,-0.48539,-0.50926,-0.53378,-0.55581,-0.57246,-0.58203,-0.58427,-0.58023,-0.57187,-0.56151,-0.55126,-0.54258,-0.53594,-0.5311,-0.52744,-0.52452,-0.52235,-0.5215,-0.52316,-0.5281,-0.53587,-0.54484,-0.55256,-0.55605,-0.55256,-0.54086,-0.52197,-0.49915,-0.47688,-0.45915,-0.4481,-0.44367,-0.44407,-0.44616,-0.44632,-0.44198,-0.43223,-0.4178,-0.4009,-0.38471,-0.37235,-0.36594,-0.36642,-0.37334,-0.38476,-0.39756,-0.40837,-0.41452
0.5838,0.58071,0.57692,0.57701,0.58573,0.60646,0.64066,0.68745,0.74315,0.80199,0.85861,0.90778,0.94456,0.96716,0.97788,0.98121,0.98228,0.98606,0.99682,1.0169,1.0462,1.0821,1.1189,1.1494,1.1658,1.1612,1.1304,1.0711,0.98527,0.87815,0.75868,0.63787,0.52715,0.43671,0.37505,0.34736,0.35282,0.38377,0.42859,0.47541,0.51454,0.54027,0.55075,0.54704,0.53149,0.50683,0.47575,0.44132,0.40644,0.37286,0.3415,0.31212,0.28377,0.25579,0.22852,0.20382,0.18386,0.16957,0.16027,0.1541,0.14886,0.14295,0.13653,0.132,0.13388,0.14749,0.1773,0.22596,0.2931,0.37404,0.46024,0.54139,0.60726,0.64951,0.6631,0.64727,0.6043,0.53848,0.45588,0.36378,0.26991,0.18169,0.1055,0.045085,0.0013987,-0.026867,-0.043118,-0.051537,-0.056163,-0.060537,-0.067281,-0.077191,-0.089825,-0.10392,-0.11734,-0.12725,-0.13142,-0.1295,-0.12299,-0.11473,-0.10808,-0.10576,-0.1092,-0.11849,-0.132,-0.14677,-0.15914,-0.16502,-0.16046,-0.14272,-0.1106,-0.063846,-0.0037739,0.06649,0.14252,0.21911,0.2904,0.35003,0.39204,0.41266,0.41085,0.38839,0.34886,0.29652,0.23599,0.17187,0.10891,0.051538,0.0032802,-0.03403,-0.060513,-0.078067,-0.090119,-0.10084,-0.11431,-0.13344,-0.15915,-0.19059,-0.22571,-0.26105,-0.29252,-0.31693,-0.33306,-0.34205,-0.34674,-0.35079,-0.35732,-0.36795,-0.38287,-0.40122,-0.42081,-0.43852,-0.45159,-0.45779,-0.45546,-0.44447,-0.42661,-0.40506,-0.38395,-0.36746,-0.35848
